uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,24
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,34
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,60
PA,PNEUMONIA,OUTRO,"60 - 69",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,32
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,30
PA,SRAG,HOSPITAL,"60 - 69",F,6
PA,SRAG,HOSPITAL,"60 - 69",M,6
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,OUTRAS,DOMICILIO,"60 - 69",F,83
PB,OUTRAS,DOMICILIO,"60 - 69",M,121
PB,OUTRAS,HOSPITAL,"60 - 69",F,116
PB,OUTRAS,HOSPITAL,"60 - 69",M,117
PB,OUTRAS,IGNORADO,"60 - 69",M,2
PB,OUTRAS,OUTRO,"60 - 69",F,4
PB,OUTRAS,OUTRO,"60 - 69",M,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,6
PB,COVID,DOMICILIO,"60 - 69",F,1
PB,COVID,DOMICILIO,"60 - 69",M,3
PB,COVID,HOSPITAL,"60 - 69",F,118
PB,COVID,HOSPITAL,"60 - 69",M,152
PB,COVID,OUTRO,"60 - 69",F,1
PB,COVID,OUTRO,"60 - 69",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PB,COVID,VIA_PUBLICA,"60 - 69",F,1
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,3
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,17
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,31
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,3
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,29
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,37
PB,PNEUMONIA,OUTRO,"60 - 69",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,46
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,43
PB,SEPTICEMIA,OUTRO,"60 - 69",F,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PB,SRAG,DOMICILIO,"60 - 69",M,1
PB,SRAG,HOSPITAL,"60 - 69",M,4
PB,SRAG,IGNORADO,"60 - 69",F,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,143
PE,OUTRAS,DOMICILIO,"60 - 69",M,246
PE,OUTRAS,HOSPITAL,"60 - 69",F,306
PE,OUTRAS,HOSPITAL,"60 - 69",M,377
PE,OUTRAS,IGNORADO,"60 - 69",F,5
PE,OUTRAS,IGNORADO,"60 - 69",M,11
PE,OUTRAS,OUTRO,"60 - 69",F,2
PE,OUTRAS,OUTRO,"60 - 69",M,24
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,25
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,28
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
PE,COVID,DOMICILIO,"60 - 69",F,2
PE,COVID,DOMICILIO,"60 - 69",M,3
PE,COVID,HOSPITAL,"60 - 69",F,234
PE,COVID,HOSPITAL,"60 - 69",M,319
PE,COVID,IGNORADO,"60 - 69",F,1
PE,COVID,IGNORADO,"60 - 69",M,1
PE,COVID,OUTRO,"60 - 69",M,2
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,5
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,9
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,5
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PE,INDETERMINADA,OUTRO,"60 - 69",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,46
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,42
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,1
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,3
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,54
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,78
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,181
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,218
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PE,SEPTICEMIA,OUTRO,"60 - 69",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,SRAG,DOMICILIO,"60 - 69",F,3
PE,SRAG,DOMICILIO,"60 - 69",M,3
PE,SRAG,HOSPITAL,"60 - 69",F,66
PE,SRAG,HOSPITAL,"60 - 69",M,63
PE,SRAG,IGNORADO,"60 - 69",F,1
PE,SRAG,IGNORADO,"60 - 69",M,2
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,OUTRAS,DOMICILIO,"60 - 69",F,24
PI,OUTRAS,DOMICILIO,"60 - 69",M,54
PI,OUTRAS,HOSPITAL,"60 - 69",F,42
PI,OUTRAS,HOSPITAL,"60 - 69",M,46
PI,OUTRAS,OUTRO,"60 - 69",F,1
PI,OUTRAS,OUTRO,"60 - 69",M,6
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,3
PI,COVID,DOMICILIO,"60 - 69",F,1
PI,COVID,DOMICILIO,"60 - 69",M,3
PI,COVID,HOSPITAL,"60 - 69",F,42
PI,COVID,HOSPITAL,"60 - 69",M,65
PI,COVID,OUTRO,"60 - 69",M,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,10
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,21
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,15
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,15
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,14
PI,SRAG,HOSPITAL,"60 - 69",M,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,180
PR,OUTRAS,DOMICILIO,"60 - 69",M,327
PR,OUTRAS,HOSPITAL,"60 - 69",F,387
PR,OUTRAS,HOSPITAL,"60 - 69",I,1
PR,OUTRAS,HOSPITAL,"60 - 69",M,540
PR,OUTRAS,IGNORADO,"60 - 69",M,2
PR,OUTRAS,OUTRO,"60 - 69",F,13
PR,OUTRAS,OUTRO,"60 - 69",M,47
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,25
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,30
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,7
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,23
PR,COVID,DOMICILIO,"60 - 69",F,17
PR,COVID,DOMICILIO,"60 - 69",M,25
PR,COVID,HOSPITAL,"60 - 69",F,698
PR,COVID,HOSPITAL,"60 - 69",M,975
PR,COVID,OUTRO,"60 - 69",F,6
PR,COVID,OUTRO,"60 - 69",M,8
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,34
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,42
PR,COVID,VIA_PUBLICA,"60 - 69",M,3
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,6
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,9
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PR,INDETERMINADA,OUTRO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,9
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,22
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,67
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,79
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,4
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,8
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,122
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,177
PR,PNEUMONIA,OUTRO,"60 - 69",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,150
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,212
PR,SEPTICEMIA,OUTRO,"60 - 69",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PR,SRAG,HOSPITAL,"60 - 69",F,10
PR,SRAG,HOSPITAL,"60 - 69",M,13
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,334
RJ,OUTRAS,DOMICILIO,"60 - 69",M,530
RJ,OUTRAS,HOSPITAL,"60 - 69",F,822
RJ,OUTRAS,HOSPITAL,"60 - 69",M,999
RJ,OUTRAS,IGNORADO,"60 - 69",F,3
RJ,OUTRAS,IGNORADO,"60 - 69",M,6
RJ,OUTRAS,OUTRO,"60 - 69",F,14
RJ,OUTRAS,OUTRO,"60 - 69",M,45
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,235
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,290
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,21
RJ,COVID,DOMICILIO,"60 - 69",F,13
RJ,COVID,DOMICILIO,"60 - 69",M,14
RJ,COVID,HOSPITAL,"60 - 69",F,817
RJ,COVID,HOSPITAL,"60 - 69",I,1
RJ,COVID,HOSPITAL,"60 - 69",M,1010
RJ,COVID,IGNORADO,"60 - 69",F,2
RJ,COVID,IGNORADO,"60 - 69",M,1
RJ,COVID,OUTRO,"60 - 69",F,3
RJ,COVID,OUTRO,"60 - 69",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,60
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,48
RJ,COVID,VIA_PUBLICA,"60 - 69",F,1
RJ,COVID,VIA_PUBLICA,"60 - 69",M,1
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,11
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,28
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,9
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,19
RJ,INDETERMINADA,IGNORADO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",M,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,19
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,18
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,152
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,179
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,31
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,48
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,5
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,9
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,252
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,359
RJ,PNEUMONIA,OUTRO,"60 - 69",F,1
RJ,PNEUMONIA,OUTRO,"60 - 69",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,34
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,50
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,341
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,380
RJ,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RJ,SEPTICEMIA,OUTRO,"60 - 69",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,57
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,49
RJ,SRAG,HOSPITAL,"60 - 69",F,26
RJ,SRAG,HOSPITAL,"60 - 69",M,21
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,OUTRAS,DOMICILIO,"60 - 69",F,35
RN,OUTRAS,DOMICILIO,"60 - 69",M,59
RN,OUTRAS,HOSPITAL,"60 - 69",F,72
RN,OUTRAS,HOSPITAL,"60 - 69",M,82
RN,OUTRAS,OUTRO,"60 - 69",F,3
RN,OUTRAS,OUTRO,"60 - 69",M,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
RN,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
RN,COVID,DOMICILIO,"60 - 69",M,3
RN,COVID,HOSPITAL,"60 - 69",F,91
RN,COVID,HOSPITAL,"60 - 69",M,125
RN,COVID,OUTRO,"60 - 69",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,INDETERMINADA,DOMICILIO,"60 - 69",F,1
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,14
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,14
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RN,PNEUMONIA,DOMICILIO,"60 - 69",M,6
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,17
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,28
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,28
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,41
RN,SEPTICEMIA,IGNORADO,"60 - 69",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,SRAG,DOMICILIO,"60 - 69",F,1
RN,SRAG,HOSPITAL,"60 - 69",F,3
RN,SRAG,HOSPITAL,"60 - 69",M,6
RO,OUTRAS,DOMICILIO,"60 - 69",F,26
RO,OUTRAS,DOMICILIO,"60 - 69",M,43
RO,OUTRAS,HOSPITAL,"60 - 69",F,51
RO,OUTRAS,HOSPITAL,"60 - 69",I,1
RO,OUTRAS,HOSPITAL,"60 - 69",M,73
RO,OUTRAS,OUTRO,"60 - 69",M,8
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RO,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
RO,OUTRAS,VIA_PUBLICA,"60 - 69",M,3
RO,COVID,DOMICILIO,"60 - 69",F,4
RO,COVID,DOMICILIO,"60 - 69",M,4
RO,COVID,HOSPITAL,"60 - 69",F,199
RO,COVID,HOSPITAL,"60 - 69",M,257
RO,COVID,OUTRO,"60 - 69",M,2
RO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RO,COVID,VIA_PUBLICA,"60 - 69",F,1
RO,COVID,VIA_PUBLICA,"60 - 69",M,1
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,6
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,11
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,10
RO,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,16
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,28
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,20
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,26
RO,SRAG,HOSPITAL,"60 - 69",F,2
RO,SRAG,HOSPITAL,"60 - 69",M,2
RR,OUTRAS,DOMICILIO,"60 - 69",F,4
RR,OUTRAS,DOMICILIO,"60 - 69",M,2
RR,OUTRAS,HOSPITAL,"60 - 69",F,8
RR,OUTRAS,HOSPITAL,"60 - 69",M,13
RR,OUTRAS,OUTRO,"60 - 69",M,1
RR,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
RR,COVID,HOSPITAL,"60 - 69",F,39
RR,COVID,HOSPITAL,"60 - 69",M,42
RR,COVID,OUTRO,"60 - 69",M,1
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,5
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,2
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,4
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
RS,OUTRAS,DOMICILIO,"60 - 69",F,205
RS,OUTRAS,DOMICILIO,"60 - 69",M,395
RS,OUTRAS,HOSPITAL,"60 - 69",F,568
RS,OUTRAS,HOSPITAL,"60 - 69",I,3
RS,OUTRAS,HOSPITAL,"60 - 69",M,761
RS,OUTRAS,IGNORADO,"60 - 69",F,18
RS,OUTRAS,IGNORADO,"60 - 69",M,18
RS,OUTRAS,OUTRO,"60 - 69",F,15
RS,OUTRAS,OUTRO,"60 - 69",M,33
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,52
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,62
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,12
RS,COVID,DOMICILIO,"60 - 69",F,18
RS,COVID,DOMICILIO,"60 - 69",M,25
RS,COVID,HOSPITAL,"60 - 69",F,911
RS,COVID,HOSPITAL,"60 - 69",M,1149
RS,COVID,IGNORADO,"60 - 69",F,23
RS,COVID,IGNORADO,"60 - 69",M,26
RS,COVID,OUTRO,"60 - 69",F,2
RS,COVID,OUTRO,"60 - 69",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,41
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,62
RS,COVID,POSTO_SAUDE,"60 - 69",F,1
RS,COVID,VIA_PUBLICA,"60 - 69",M,1
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,7
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,8
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,5
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,2
RS,INDETERMINADA,IGNORADO,"60 - 69",F,1
RS,INDETERMINADA,IGNORADO,"60 - 69",M,2
RS,INDETERMINADA,OUTRO,"60 - 69",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,18
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,106
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,141
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,3
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,6
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,145
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,240
RS,PNEUMONIA,IGNORADO,"60 - 69",F,5
RS,PNEUMONIA,IGNORADO,"60 - 69",M,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,211
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,223
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,3
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,8
